product_id,product_category_name,month_year,unit_price,lag_price,qty,lag_qty,comp_1,comp_2,comp_3,pct_price_change,pct_demand_change,avg_comp_price,price_vs_competitor
garden10,garden_tools,01/11/2017,53.6482811,59.90000153,87,31,52.40694427,53.6482811,53.7857132,-10.4369,180.6452,53.2803,0.368
garden10,garden_tools,01/12/2017,55.42499924,53.6482811,32,87,55.09999847,55.42499924,55.75,3.3118,-63.2184,55.425,0
garden2,garden_tools,01/02/2018,51.23333359,49.90000153,4,1,50.5451622,50.90000153,50.3571434,2.672,300,50.6008,0.6326
garden2,garden_tools,01/03/2018,53.90000153,51.23333359,2,4,53.90000153,53.90000153,53.90000153,5.2049,-50,53.9,0
garden2,garden_tools,01/04/2017,59.90000153,59.84999847,5,2,59.90000153,59.90000153,59.90000153,0.0835,150,59.9,0
garden2,garden_tools,01/05/2018,49.90000153,53.90000153,4,2,53.41514969,53.70952225,53.05789566,-7.4212,100,53.3942,-3.4942
garden2,garden_tools,01/11/2017,54.45000076,59.90000153,9,13,52.40694427,53.6482811,53.7857132,-9.0985,-30.7692,53.2803,1.1697
garden2,garden_tools,01/12/2017,49.90000153,54.45000076,1,9,55.09999847,55.42499924,55.75,-8.3563,-88.8889,55.425,-5.525
garden3,garden_tools,01/02/2017,99.98999786,99.94000244,1,12,99.98999786,99.98999786,99.98999786,0.05,-91.6667,99.99,0
garden3,garden_tools,01/02/2018,120,123.331665,14,1,50.5451622,50.90000153,50.3571434,-2.7014,1300,50.6008,69.3992
garden3,garden_tools,01/03/2018,113.3333359,120,6,11,53.90000153,53.90000153,53.90000153,-5.5556,-45.4545,53.9,59.4333
garden3,garden_tools,01/04/2017,96.65666962,99.98999786,8,6,96.65666962,96.65666962,96.65666962,-3.3337,33.3333,96.6567,0
garden3,garden_tools,01/04/2018,110,113.3333359,7,8,53.90000153,53.90000153,53.90000153,-2.9412,-12.5,53.9,56.1
garden3,garden_tools,01/05/2017,109.9899979,96.65666962,2,7,59.90000153,59.90000153,109.9899979,13.7945,-71.4286,76.5967,33.3933
garden3,garden_tools,01/06/2017,119.9899979,109.9899979,2,8,59.90000153,59.90000153,119.9899979,9.0917,-75,79.93,40.06
garden3,garden_tools,01/06/2018,96.65666962,110,10,2,49.90000153,49.90000153,49.90000153,-12.1303,400,49.9,46.7567
garden3,garden_tools,01/07/2017,120,119.9899979,2,10,59.90000153,59.90000153,59.90000153,0.0083,-80,59.9,60.1
garden3,garden_tools,01/07/2018,99.98999786,96.65666962,5,2,49.90999985,49.90000153,49.90000153,3.4486,150,49.9033,50.0867
garden3,garden_tools,01/09/2017,104.25,104.1999969,4,2,59.90000153,59.90000153,59.90000153,0.048,100,59.9,44.35
garden3,garden_tools,01/10/2017,92.59400177,104.25,12,4,59.90000153,59.90000153,59.90000153,-11.1808,200,59.9,32.694
garden3,garden_tools,01/11/2017,89.98999786,92.59400177,21,12,52.40694427,53.6482811,53.7857132,-2.8123,75,53.2803,36.7097
garden4,garden_tools,01/02/2018,50.3571434,49.90000153,48,39,50.5451622,50.90000153,50.3571434,0.9161,23.0769,50.6008,-0.2436
garden4,garden_tools,01/03/2018,53.90000153,50.3571434,26,48,53.90000153,53.90000153,53.90000153,7.0355,-45.8333,53.9,0
garden4,garden_tools,01/05/2018,53.05789566,53.90000153,25,28,53.41514969,53.70952225,53.05789566,-1.5623,-10.7143,53.3942,-0.3363
garden4,garden_tools,01/06/2018,49.90000153,53.05789566,15,25,49.90000153,49.90000153,49.90000153,-5.9518,-40,49.9,0
garden4,garden_tools,01/07/2017,59.90000153,59.84999847,13,15,59.90000153,59.90000153,59.90000153,0.0835,-13.3333,59.9,0
garden4,garden_tools,01/11/2017,53.7857132,59.90000153,69,36,52.40694427,53.6482811,53.7857132,-10.2075,91.6667,53.2803,0.5054
garden4,garden_tools,01/12/2017,55.75,53.7857132,44,69,55.09999847,55.42499924,55.75,3.6521,-36.2319,55.425,0.325
garden5,garden_tools,01/02/2018,101,99.5,2,4,50.5451622,50.90000153,50.3571434,1.5075,-50,50.6008,50.3992
garden5,garden_tools,01/03/2017,69.90000153,69.84999847,6,2,69.90000153,69.90000153,69.90000153,0.0716,200,69.9,0
garden5,garden_tools,01/04/2017,82.6333313,69.90000153,3,1,82.6333313,82.6333313,82.6333313,18.2165,200,82.6333,0
garden5,garden_tools,01/05/2017,97.58823395,82.6333313,20,1,59.90000153,59.90000153,97.58823395,18.0979,1900,72.4627,25.1255
garden5,garden_tools,01/06/2017,89,97.58823395,8,20,59.90000153,59.90000153,89,-8.8005,-60,69.6,19.4
garden5,garden_tools,01/08/2017,97.33333588,89,7,10,59.90000153,59.90000153,59.90000153,9.3633,-30,59.9,37.4333
garden5,garden_tools,01/09/2017,99,97.33333588,9,7,59.90000153,59.90000153,59.90000153,1.7123,28.5714,59.9,39.1
garden6,garden_tools,01/02/2018,50.5451622,49.90000153,39,12,50.5451622,50.90000153,50.3571434,1.2929,225,50.6008,-0.0556
garden6,garden_tools,01/03/2018,53.90000153,50.5451622,31,39,53.90000153,53.90000153,53.90000153,6.6373,-20.5128,53.9,0
garden6,garden_tools,01/05/2017,59.90000153,59.84999847,4,46,59.90000153,59.90000153,59.90000153,0.0835,-91.3043,59.9,0
garden6,garden_tools,01/05/2018,53.41514969,53.90000153,56,4,53.41514969,53.70952225,53.05789566,-0.8995,1300,53.3942,0.021
garden6,garden_tools,01/06/2018,49.90000153,53.41514969,12,1,49.90000153,49.90000153,49.90000153,-6.5808,1100,49.9,0
garden6,garden_tools,01/07/2018,49.90999985,49.90000153,6,14,49.90999985,49.90000153,49.90000153,0.02,-57.1429,49.9033,0.0067
garden6,garden_tools,01/11/2017,52.40694427,59.90000153,91,39,52.40694427,53.6482811,53.7857132,-12.5093,133.3333,53.2803,-0.8734
garden6,garden_tools,01/12/2017,55.09999847,52.40694427,51,91,55.09999847,55.42499924,55.75,5.1387,-43.956,55.425,-0.325
garden7,garden_tools,01/02/2018,51.40000153,49.90000153,8,11,50.5451622,50.90000153,50.3571434,3.006,-27.2727,50.6008,0.7992
garden7,garden_tools,01/03/2018,53.90000153,51.40000153,3,8,53.90000153,53.90000153,53.90000153,4.8638,-62.5,53.9,0
garden7,garden_tools,01/04/2017,59.90000153,59.84999847,1,3,59.90000153,59.90000153,59.90000153,0.0835,-66.6667,59.9,0
garden7,garden_tools,01/05/2018,52.90000153,53.90000153,9,1,53.41514969,53.70952225,53.05789566,-1.8553,800,53.3942,-0.4942
garden7,garden_tools,01/06/2018,49.90000153,52.90000153,5,9,49.90000153,49.90000153,49.90000153,-5.6711,-44.4444,49.9,0
garden7,garden_tools,01/07/2017,59.90000153,59.84999847,4,5,59.90000153,59.90000153,59.90000153,0.0835,-20,59.9,0
garden7,garden_tools,01/11/2017,51.32222366,59.90000153,20,11,52.40694427,53.6482811,53.7857132,-14.3202,81.8182,53.2803,-1.9581
garden7,garden_tools,01/12/2017,56.97777939,51.32222366,10,20,55.09999847,55.42499924,55.75,11.0197,-50,55.425,1.5528
garden8,garden_tools,01/02/2017,179.9900055,179.9400024,1,14,179.9900055,179.9900055,179.9900055,0.0278,-92.8571,179.99,0
garden8,garden_tools,01/02/2018,179,187.8542786,12,1,50.5451622,50.90000153,50.3571434,-4.7134,1100,50.6008,128.3992
garden8,garden_tools,01/03/2018,175.1538391,179,13,12,53.90000153,53.90000153,53.90000153,-2.1487,8.3333,53.9,121.2538
garden8,garden_tools,01/04/2017,179.9900055,179.9400024,3,13,179.9900055,179.9900055,179.9900055,0.0278,-76.9231,179.99,0
garden8,garden_tools,01/04/2018,179,175.1538391,11,3,53.90000153,53.90000153,53.90000153,2.1959,266.6667,53.9,125.1
garden8,garden_tools,01/06/2018,159,179,10,3,49.90000153,49.90000153,49.90000153,-11.1732,233.3333,49.9,109.1
garden8,garden_tools,01/07/2018,139,159,8,10,49.90999985,49.90000153,49.90000153,-12.5786,-20,49.9033,89.0967
garden8,garden_tools,01/09/2017,179.9900055,179.9400024,2,7,59.90000153,59.90000153,59.90000153,0.0278,-71.4286,59.9,120.09
garden8,garden_tools,01/12/2017,183.9900055,179.9900055,15,13,55.09999847,55.42499924,55.75,2.2223,15.3846,55.425,128.565
garden9,garden_tools,01/02/2018,51.02500153,49.90000153,44,25,50.5451622,50.90000153,50.3571434,2.2545,76,50.6008,0.4242
garden9,garden_tools,01/03/2018,53.90000153,51.02500153,25,44,53.90000153,53.90000153,53.90000153,5.6345,-43.1818,53.9,0
garden9,garden_tools,01/04/2017,59.90000153,59.84999847,3,25,59.90000153,59.90000153,59.90000153,0.0835,-88,59.9,0
garden9,garden_tools,01/05/2018,52.56666565,53.90000153,17,7,53.41514969,53.70952225,53.05789566,-2.4737,142.8571,53.3942,-0.8275
garden9,garden_tools,01/06/2018,49.90000153,52.56666565,8,4,49.90000153,49.90000153,49.90000153,-5.0729,100,49.9,0
garden9,garden_tools,01/11/2017,53.37910461,59.90000153,82,19,52.40694427,53.6482811,53.7857132,-10.8863,331.5789,53.2803,0.0988
garden9,garden_tools,01/12/2017,55.77096939,53.37910461,40,82,55.09999847,55.42499924,55.75,4.4809,-51.2195,55.425,0.346
health10,health_beauty,01/03/2018,48.45944595,47.3578949,58,21,23.98999977,83.73999786,58.99000168,2.326,176.1905,55.5733,-7.1139
health10,health_beauty,01/04/2018,53.70176315,48.45944595,18,58,53.70176315,79.98999786,58.99000168,10.8179,-68.9655,64.2273,-10.5255
health10,health_beauty,01/05/2018,52.06928635,53.70176315,33,18,23.98999977,79.98999786,58.99000168,-3.0399,83.3333,54.3233,-2.254
health10,health_beauty,01/06/2018,49.97999954,52.06928635,9,33,23.98999977,79.98999786,58.99000168,-4.0125,-72.7273,54.3233,-4.3433
health10,health_beauty,01/07/2018,51.51200104,49.97999954,5,9,23.98999977,79.98999786,58.99000168,3.0652,-44.4444,54.3233,-2.8113
